 "name" , "count" 
"Wisches","202"
"Torrington","0"
"Dvor Cierna Voda","0"
"Bangkok City Centre","0"
"Tuy Hoa","2"
"Portoferraio","109"
"Dettwiller","174"
"Costa Volpino","302"
"Saint-Christophe","0"
"Lake Ulemiste","0"
"Vincennes","0"
"Urgench","1"
"Huron","0"
"Ratchaprasong","37"
"Munstertal","270"
"Verbier","0"
"Noale","937"
"Boulbon","320"
"Ranspach-le-Bas","174"
"Chevak","0"
"Saint-Albain","0"
"Egerton","102"
"Leeming Bar","0"
"Jebel Ali","392"
"Campagna","133"
"Wels","42"
"Greenhaugh","0"
"Napa","167"
"Torrelodones","562"
"Regny","40"
"Burien","307"
"Subiaco","0"
"Biggera Waters","251"
"Misurina","0"
"Langreo","123"
"Encanto","0"
"Lyrestad","4"
"Brixham","229"
"Fruita","28"
"Ichenhausen","49"
"Langres","13"
"Coppell","620"
"Sampaio Correia","0"
"Montgomery","0"
"Deline","0"
"Sallent","79"
"Stephenville","0"
"Kocani","7"
"Monferran-Saves","0"
"Gross Point","0"
"Henbury","0"
"Cachan","2067"
"Rivazzurra","0"
"Tioman Island","3"
"Scerni","76"
"Polczyn-Zdroj","0"
"Kol","0"
"Solomon","0"
"A Capela","66"
"Santo Stefano al Mare","238"
"Shaar Hagolan","66"
"Saint-Savinien","18"
"Adrar","0"
"Aylmer","0"
"Trie-sur-Baise","0"
"Annesse-et-Beaulieu","0"
"Saalfeld-Saale","0"
"Benfeld","276"
"Pietrelcina","43"
"Enseada","0"
"Oakdale","0"
"Bailleau-le-Pin","40"
"Saint-Junien","209"
"Noank","102"
"Sainte-Marie-de-Re","0"
"Modugno","124"
"Weno","0"
"Yadkinville","79"
"Dollar","446"
"Maarjamae","0"
"Budleigh Salterton","275"
"Einsiedeln","330"
"Alonnah","7"
"Collado Villalba","554"
"Sveti Petar","0"
"Felton","236"
"Genech","195"
"Billund","70"
"El Castillo","60"
"Nanisivik","0"
"Ardrossan","178"
"Forestville","0"
"Divar Island","275"
"South Yarra","331"
"Miramichi","6"
"Jamshedpur","2"
"Forest","0"
"Bay City","0"
"Montagu Bay","63"
"Costa del Sol","0"
"Cordes","0"
"New Bedford","155"
"Putten","188"
"Helendale","39"
"Al Jib","202"
"Oakleigh","336"
"McDonough","271"
"Sainte-Catherine-de-la-Jacques-Cartier","408"
"Fangatau","0"
"Prinzersdorf","24"
"Thanneermukkom","157"
"Daroca","7"
"Ulasli","105"
"Ovens","54"
"Pigna","419"
"National City","348"
"Gavle","10"
"Tillieres-sur-Avre","0"
"Enfidha","133"
"Phu Tho Hoa","0"
"Paradise River","0"
"Worthing","0"
"Saint-Gabriel-de-Valcartier","408"
"Esquimalt","0"
"Argol","97"
"Toshima","0"
"Heiligensee Nord","0"
"Hurst","550"
"Nasu","11"
"Bad Brambach","70"
"Capannori","575"
"Aeropole Science Park","0"
"Monument Valley","0"
"Habsheim","237"
"Holmestrand","19"
"Doncaster","0"
"Bang Phli","540"
"Bethells Beach","148"
"Walnut Ridge","18"
"Baileys Harbor","19"
"Waging am See","216"
"Krk","104"
"Rivieres","49"
"Heusenstamm","390"
"Bettancourt-la-Ferree","0"
"Padang","1"
"Callao","154"
"Sparkford","0"
"Lubochna","26"
"Salles-Adour","0"
"Maussac","30"
"Wuchang","0"
"Belville","0"
"Callas","387"
"Alet-les-Bains","0"
"Samoa","0"
"Hurlet","0"
"Vezzano Ligure","348"
"Frankston","315"
"Gachnang","249"
"Saint Rose","265"
"Hurley","4"
"Bischoffsheim","220"
"Lescar","162"
"Sitia","99"
"Marmaris","129"
"Trinidad and Tobago","0"
"South Shields","147"
"Lauscha","41"
"Leyburn","142"
"Kupchino","0"
"Maiori","960"
"Chulmleigh","211"
"Feltre","162"
"Rigomagno","0"
"Nageezi","0"
"Nymburk","40"
"Cacheu","0"
"Sainte Rose du Nord","6"
"Serre di Rapolano","0"
"Newquay","172"
"Matlock","234"
"Roeser","142"
"Venus","30"
"Ellaidhoo","16"
"Bernburg","43"
"Bardez","242"
"Montbazon","140"
"Sodra Karbole","0"
"Groebming","102"
"Dentergem","363"
"Calahonda","0"
"Carrara","0"
"A Teixeira","13"
"Knutange","146"
"Pointe Aux Piments","139"
"Kentallen","47"
"Cellole","270"
"Iron River","0"
"Les Sables-d'Olonne","83"
"Somers Point","169"
"Baie-St-Paul","0"
"Lon Island","0"
"Paredes","219"
"Akranes","78"
"Brissago-Valtravaglia","0"
"Plaisance-du-Touch","0"
"Kolding","63"
"Quilty","37"
"North Baltimore","35"
"The Hague","445"
"Kostomlaty nad Labem","455"
"Lewistown","0"
"Nong Ya Plong","12"
"Ibstock","309"
"Larissa","12"
"Wenzhou","31"
"Wootton Bassett","0"
"Kerrville","38"
"Frenstat pod Radhostem","31"
"Bielawa","20"
"Stenico","382"
"Wettingen","251"
"Vicar","62"
"Gavoi","40"
"Valongo","212"
"Chorley","567"
"Farebersviller","46"
"Brazi","30"
"Sankt Urban","103"
"Santa Teresa di Riva","312"
"Clonakilty","51"
"Jerez de Garcia Salinas","3"
"Potec","8"
"Naranja","0"
"Sitka","5"
"Saumur","0"
"Gotgatsbacken","0"
"Le Tholy","88"
"Stanford in the Vale","0"
"Missillac","115"
"Beira","2"
"Guyana","0"
"Mexico","0"
"Elliot Lake","1"
"Sint Maarten","91"
"Carrascal de la Cuesta","382"
"Hochsolden","0"
"Naranjo","133"
"Langedijk","476"
"Mullan","4"
"Ammoudia","0"
"Annapolis Junction","582"
"Loiri Porto San Paolo","188"
"Beiro","0"
"Gennadi","0"
"Blokhus","26"
"La Maxe","82"
"Balleroy","95"
"Kanatal","75"
"Palatka","81"
"Blatno","79"
"Piedmont","0"
"Kratie","2"
"Novalaise","156"
"Sant'Omobono Imagna","728"
"Segur de Calafell","0"
"Bad Westernkotten","145"
"Redhill","1248"
"El Guarda","219"
"Colts Neck","197"
"Vicuna","0"
"Santa Isabel","0"
"Bay Harbor Islands","617"
"Dervio","346"
"Ostrow Wielkopolski","6"
"Swinscoe","0"
"Tomball","350"
"Franceville","0"
"Antagnod","308"
"Kaltenbach","304"
"Ombleze","106"
"Bekasi","100"
"Camp Douglas","46"
"Fond du Lac","0"
"Castro Daire","59"
"Louzac-Saint-Andre","0"
"Neulussheim","180"
"Cascina","590"
"Hanover","0"
"Watts","852"
"Cape Schanck","21"
"Saint-Laurent-Nouan","0"
"La Maya","61"
"Tinghir","4"
"Marau","0"
"Moclips","19"
"Timmendorfer Strand","112"
"Villerest","21"
"Lelex","166"
"Malpica de Bergantinos","53"
"Breil-sur-Roya","0"
"Schlitz","40"
"Namib-Naukluft National Park","3"
"Somesville","30"
"Neryungri","0"
"Cap-Haitien","0"
"Issenheim","251"
"Burr Ridge","511"
"Gomaringen","152"
"Vasteras","19"
"Kasauli","103"
"Lincolnville","40"
"Anjouan","0"
"Bayonne","0"
"Kirkland Lake","2"
"Kortrijk","209"
"Manado","8"
"Dien Ban","128"
"Bampton","0"
"Esterri D'Aneu","140"
"Harbeson","129"
"Hallstavik","4"
"Saint-Pierre-du-Vauvray","279"
"Tivoli","1724"
"Toowoomba","9"
"Basalt","93"
"Jastrzebia Gora","28"
"Birch Tree","4"
"Dinnington","0"
"Hua Thanon Beach","0"
"Alderton","0"
"Sappada","0"
"Holden","51"
"National Gardens","0"
"Tambohorano","0"
"Marksville","18"
"Saudarkrokur","1"
"Petropavlovsk","0"
"Espinosa","0"
"Kunovice","8"
"St Mawes","36"
"Rione Monti","0"
"Ascheberg","133"
"Jechica","1"
"Marsta","171"
"Le Puy-Notre-Dame","74"
"Wiveliscombe","0"
"Iruya","1"
"Karlovy Vary","111"
"March","0"
"Cizova","11"
"Pangmapha","16"
"Ellhofen","97"
"Qalat-As-Sanan","0"
"Betera","175"
"Tanah Rata","13"
"Apozol","0"
"Greater Noida","417"
"Ezzahra","101"
"Misano Adriatico","648"
"Varennes-sur-Fouzon","658"
"Gemuenden","100"
"Ashton in Makerfield","0"
"Dieffenthal","293"
"Seiyun","0"
"Sanday","2"
"Fratta Todina","416"
"Seminyak","228"
"Lusaka","8"
"Oakmere","0"
"Rui'an","76"
"Minamiminowa","21"
"Roosendaal","151"
"West Side","304"
"Upper Marlboro","472"
"Buwit","668"
"Hackensack","762"
"Johns Creek","445"
"Nocera Umbra","301"
"Bovalino Marina","0"
"Vicq-sur-Breuilh","0"
"Tiergarten","0"
"Templepatrick","0"
"Loughborough","232"
"Quartier du Lac","0"
"Noailles","127"
"Etrembieres","370"
"Alford","0"
"Dunbar","0"
"Calcatoggio","54"
"Bay Shore","109"
"Nacogdoches","23"
"Marieholm","156"
"Weilbach","303"
"Triana","241"
"Drummond Island","0"
"Invorio","306"
"Mareb","0"
"Castelnuovo del Garda","596"
"Anchorage","68"
"Mdina","146"
"Colunga","88"
"Manage","267"
"Stalham","69"
"Valasske Klobouky","9"
"Endwell","46"
"Samos Town","124"
"Tonder","34"
"Rabbalshede","12"
"Guisborough","136"
"Palmerston North","25"
"Salses-le-Chateau","0"
"Montivilliers","152"
"Watonga","11"
"Innervillgraten","186"
"Oscarsborg","46"
"Oldham","368"
"Weston-on-the-Green","0"
"Republic","0"
"Lomie","0"
"Arcevia","112"
"Stenungsund","66"
"New Glasgow","9"
"Hassocks","283"
"Holesov","18"
"Nanegalito","78"
"Yakutat","0"
"Bradworthy","0"
"Baule","99"
"Juliusruh","26"
"Vinkeveen","685"
"Furano","4"
"Cazaux","0"
"Bolama","0"
"Monleale","48"
"Sao Nicolau","0"
"Mellbystrand","23"
"La Verriere","1942"
"Ostrozska Nova Ves","9"
"Ninh Van","77"
"Oranjemund","0"
"Nevers","38"
"San Germano Vercellese","110"
"Quartier de Musee","0"
"Camden Park","0"
"Bensbach","0"
"Corinth","0"
"Sint-Pieters-Woluwe","279"
"Ballerup","166"
"Canoga Park","449"
"Madison Heights","0"
"Rocca di Papa","1731"
"Kamenka","4"
"Bang Phut","0"
"Windhoek","13"
"Arenas","249"
"San Bartolome de Tirajana","112"
"San Sebastian","0"
"Nokesville","196"
"Tremesna","1"
"Dungiven","0"
"Carcross","0"
"Tripoli","0"
"Aguilas","37"
"Government Camp","10"
"Vieux-Boucau-les-Bains","0"
"Parapat","2"
"Rennell Island","0"
"Dry Tortugas National Park","0"
"Puerto Lumbreras","23"
"Kerch","1"
"Coopers Beach","20"
"Santa Coloma de Gramenet","830"
"Skanor","140"
"Malemort-sur-Correze","0"
"Sardon de Duero","43"
"Cabrieres","302"
"Marmirolo","469"
"Kuchwahi","7"
"Brumano","463"
"Brampton (Cumbria)","128"
"Quay Street","122"
"Mallaig","12"
"Ingbirchworth","0"
"Laguna Niguel","385"
"Zikhron Ya'aqov","52"
"Winterhude","0"
"Bolans","45"
"Metlakatla","7"
"Nunoa","0"
"Phalodi","2"
"Lagny-sur-Marne","0"
"Fuentespina","8"
"Saint-Meloir-des-Ondes","0"
"Lake Varano","0"
"Limelette","0"
"Careiro","2"
"Chuckey Bend","60"
"West Perth","93"
"Sauveterre","328"
"East Hartford","128"
"Sitsi","0"
"Gimont","51"
"Scottsbluff","11"
"Frick","294"
"Louveciennes","2030"
"Pollein","383"
"Ghislenghien","72"
"Pettenasco","337"
"Riviere des Anguilles","81"
"Saint-Hilaire-d'Ozilhan","0"
"Rzepin","6"
"Entraigues-sur-la-Sorgue","0"
"Ceska Trebova","4"
"Crystal City","4"
"Tahaa","18"
"Cedar","39"
"Nosy Saba","1"
"Boltana","51"
"Huntington Beach","666"
"Ranelagh","61"
"Stjordal","15"
"Woershach","0"
"Stupava","94"
"La Ferte-Mace","43"
"Zuera","84"
"Kemerovo","0"
"Juneau","13"
"Aalsmeer","732"
"Batesville","0"
"Tsuruga","8"
"Rabaraba","0"
"Qibao","199"
"Minonk","21"
"San Pietro Mosezzo","182"
"Borgo Priolo","37"
"Wolfskirchen","49"
"Karridale","12"
"Melksham","348"
"Miles City","7"
"Chula Vista","335"
"Jilin","8"
"Marin","111"
"Aguas de Sao Pedro","3"
"Santa Clarita","313"
"Clinton","0"
"Ilhabela Old Town","23"
"Collepepe","446"
"Zuers","0"
"Szigetszentmiklos","377"
"Rangeworthy","0"
"San Francisco","261"
"Onet-le-Chateau","50"
"Kalyves","0"
"Sierra City","13"
"Old Washington","0"
"Outgual","407"
"Saal an der Donau","56"
"Athis-Mons","2064"
"Portmagee","20"
"Sandgate","140"
"Chiavari","302"
"Killcare","249"
"Acuna","9"
"Marathahalli","286"
"Claydon","0"
"Bohinjska Bistrica","151"
"Tanunda","19"
"Offingen","61"
"Vernou-sur-Brenne","658"
"Nonant","109"
"Uvaly","490"
"Chevry","186"
"Manali","67"
"Faggeto Lario","638"
"Fortezza","347"
"Sommacampagna","559"
"Potos","0"
"Flotta Isle","8"
"Termas de Rio Hondo","3"
"Plainfield","0"
"Kiunga","0"
"Clyde Park","29"
"Denizyaka","0"
"Luynes","140"
"Bornel","1681"
"El Tarter","0"
"Bornem","433"
"Jistebnik","23"
"Agveran","27"
"Lidi Ferraresi","0"
"Framlingham","0"
"Le Fel","0"
"Bellegarde-du-Loiret","0"
"Jiangmen","62"
"Chalonnes-sur-Loire","0"
"Alguaire","22"
"Freinsheim","177"
"Manama","107"
"Barriere","16"
"Uetze","159"
"High Rock","12"
"Sandia","0"
"Moore Park","295"
"Bicester","283"
"Rensselaer","0"
"Daan","0"
"Golem","44"
"Marki","143"
"Imlay City","19"
"Ueckeritz","91"
"Uppsala","29"
"Bray-sur-Seine","0"
"Crozet","0"
"Loanhead","321"
"Radeberg","155"
"McMinnville","0"
"Kirkcaldy","357"
"Husan","112"
"Melnik","480"
"Stryn","10"
"Kopidlno","13"
"Alytus","6"
"Sebha","0"
"Stony River","0"
"Hornsby","312"
"Guggisberg","234"
"Fostoria","42"
"Charlottenlund","181"
"Wernberg-Koblitz","0"
"Ukyo","0"
"Iriomote","15"
"Tallulah Falls","44"
"Arncliffe","296"
"Luogo Santo","223"
"Saint-Clement-de-Riviere","408"
"Leende","119"
"Changchun","43"
"Yssingeaux","45"
"Herzogenrath","211"
"La Tour-du-Pin","121"
"Cavalcante","0"
"Punaauia","21"
"Dabo","163"
"Gilroy","180"
"Atwater","48"
"Ebelsbach","41"
"Woodenbridge","18"
"Westborough","177"
"Pilbara","0"
"Kuningan","4"
"Chilhowie","26"
"Gourdon","0"
"Bauru","3"
"Marshfield","0"
"Marolles-en-Hurepoix","0"
"Nahiku","70"
"Saint-Jean-Pied-de-Port","209"
"Malacky","94"
"Dragoni","87"
"Vihterpalu","2"
"Marly","62"
"San Cristobal","0"
"Redford","306"
"Amajgag","5"
"Hourtin","113"
"Lake Manyara National Park","9"
"Pomona","0"
"Simmerath","144"
"Cadillac","0"
"Trudering-Riem","0"
"Minori","965"
"Port Orford","4"
"Lae","0"
"Kuta Utara","353"
"Brumath","237"
"Saint-Hilaire-Peyroux","0"
"Torhout","282"
"Santa Catarina Island","79"
"Rehau","40"
"La Foret Blanche","101"
"Villorba","953"
"Sant'Angelo a Fasanella","90"
"Victoriaville","4"
"La Puente","696"
"San-Martino-di-Lota","0"
"Gilston","250"
"Valley Forge","244"
"Fuzhou","64"
"Eufaula","0"
"Kauniainen","17"
"Nordeste","11"
"Haskell","688"
"Field","31"
"Tilques","88"
"Ein Bokek","25"
"Chathill","71"
"Albosaggia","137"
"Baqueira","67"
"Essendon North","323"
"Diakofti","0"
"Nunue","0"
"Maspalomas","166"
"Neskowin","28"
"Ansty","0"
"Budaors","384"
"Hornsea","105"
"Diakofto","0"
"Jim Thorpe","96"
"Prudhoe Bay","0"
"Parkesburg","192"
"Vanzago","735"
"Geneva","322"
"Thoissey","105"
"Renfrew","0"
"Tamarac","366"
"Fleischmanns","15"
"Ilion","40"
"Ponmudi","28"
"Deer Lake","0"
"Razice","23"
"North Stonington","107"
"Braunwald","0"
"Rospigliani","31"
"Obanos","67"
"Radebeul","0"
"Montsegur","172"
"Buellton","51"
"Locks Heath","0"
"Monastiraki (Central Greece)","37"
"Scorrano","235"
"Castelnuovo don Bosco","261"
"Lilla Essingen","14"
"Makabana","0"
"Dulce","13"
"Fort Good Hope","0"
"Faulquemont","102"
"Dakota Dunes","33"
"Charmes-sur-Rhone","0"
"Victoria River Downs","105"
"Qingpu","348"
"Koro Island","0"
"Manzini","8"
"Maliandao Tea Street","382"
"Pingjiang","0"
"Colbitz","24"
"Chau Doc","1"
"Winchester Bay","19"
"Pantnagar","43"
"Herbertingen","35"
"Labarthe-Inard","31"
"Daet","0"
"Chalon-sur-Saone","0"
"North Muskham","0"
"Nykobing","12"
"Weisenheim am Sand","185"
"Sant Antoni de Portmany","193"
"Hisarja","5"
"Lisburn Road","0"
"Carrizo De La Ribera","154"
"Villenouvelle","162"
"Segorbe","72"
"Tostedt","216"
"Sestri Levante","314"
"Trzebiatow","13"
"Fitzgerald","30"
"Olean","0"
"Liederbach am Taunus","404"
"Vicoforte","113"
"Dobbs Ferry","748"
"Jouy-en-Josas","0"
"Tullnerbach","460"
"Guzelyali","19"
"Naumburg (Hessen)","45"
"Mukono","28"
"Saales","139"
"Nobby","12"
"Laramie","15"
"Bathinda","2"
"Gros Islet","63"
"Osterhofen","61"
"Lake Grove","111"
"Florenville","39"
"Le Mesnil-Esnard","78"
"Mouries","336"
"Bejar","24"
"Meco","538"
"Koutsounari","0"
"Goussainville","2051"
"Te Puru","20"
"Santana","158"
"Jeffrey Manor","0"
"Venasque","254"
"Culver City","635"
"Stegersbach","43"
"Algeciras","118"
"Kumrovec","65"
"Saint Ferreol les Neiges","0"
"Pimple Saudagar","87"
"Bailey Island","101"
"Forch","0"
"Khiva","1"
"Cazaubon","24"
"Pratola Peligna","83"
"Shatti Al Qurum","105"
"Manase","5"
"Lee","68"
"Dongyang","29"
"Meda","0"
"Montanchez","48"
"Leh","0"
"Mede","144"
"Mario Campos","50"
"Zagreb","46"
"Graechen","362"
"Soemmerda","66"
"Lem","22"
"Asciano","611"
"Santany","0"
"Hackettstown","147"
"Devonport","0"
"Lakeside","0"
"Eichenau","344"
"9th Arrondissement","0"
"Les","77"
"Oreland","305"
"Sosnicowice","44"
"Emsbueren","54"
"Goestling an der Ybbs","21"
"Kyrksaeterora","227"
"Old Town","0"
"Sanctuary Cove","0"
"Roybridge","31"
"Arrabury","0"
"Wendover","5"
"Tacambaro","11"
"Harwich Port","129"
"Playa Las Hojas","36"
"Revnice","486"
"Zevio","473"
"Bir El Bey","132"
"St. Ulrich Am Pillersee","469"
"Lechaschau","255"
"Calheta","158"
"Droylsden","0"
"Weipa","1"
"Marre","13"
"Stolpe","47"
"New Milford","0"
"Rising Fawn","105"
"Saidpur","0"
"Vonore","91"
"Dahn","66"
"Sabinanigo","46"
"Riudecanyes","170"
"Hopkins","0"
"Fords","738"
"La Milesse","59"
"Dahu","39"
"Ponderay","0"
"Marshall Islands","0"
"Tinian","22"
"Mbour","16"
"Sao Miguel Do Gostoso","0"
"Isohara","0"
"Puigpunyent","350"
"Krasnoselsky","0"
"Shishmaref","0"
"East Palatka","0"
"Shafter","1"
"Mazamet","75"
"Tamakautoga","1"
"Nobel","7"
"Huttwil","173"
"Les Adrets-de-l'Esterel","703"
"Longframlington","0"
"Lam Luk Ka","538"
"Point Reyes Station","282"
"Stapleford","246"
"Apollon","86"
"Blackall","0"
"Schio","390"
"Letterfrack","31"
"Bambarra","6"
"Shiodome","1"
"Nang Rong","1"
"Saint-Lieux-les-Lavaur","0"
"Quesnel","7"
"Affton","239"
"Sancy","279"
"Beerwah","91"
"Gorna Orechovitsa","10"
"Travnik","4"
"Beit Mery","118"
"Alyth","0"
"Nyalam","0"
"Landau in der Pfalz","146"
"Montreuil-Bellay","195"
"Duisburg","334"
"Princesa Isabel","0"
"Manaus","34"
"Downtown Burien","0"
"Marliana","1043"
"Toyooka","10"
"Daix","123"
"San Salvo","30"
"Bhamo","0"
"Paterswolde","59"
"Sande","0"
"Bac My An Beach","0"
"San Paolo Bel Sito","931"
"Sabile","0"
"Sonnen","48"
"Wuwei","1"
"Baccarat","45"
"Ouessant","6"
"Weissbad","0"
"Victorville","61"
"Harpenden","1221"
"Basaburua","133"
"Weyarn","368"
"Weilrod","377"
"Briviesca","51"
"Midland","42"
"Quemaro","6"
"Friol","21"
"Mutsu","1"
"Roncenay","37"
"Evreux","45"
"Sandy","0"
"Selfoss","18"
"Lillekula","0"
"Tamiment","75"
"Southam","329"
"Capaci","215"
"Anderstorp","6"
"Vida","4"
"Arcadia","0"
"El Dorado Hills","161"
"Signal Hill","835"
"Ludwigslust","0"
"Lion-sur-Mer","0"
"Claverack","80"
"Queen Charlotte Sound","35"
"Podzamcze","36"
"Yancheng","6"
"Fagersta","9"
"Tamiyah","0"
"Wynyard","0"
"Bouffere","133"
"Pfunds","213"
"Tioga","0"
"Sanem","123"
"Manawa","34"
"Thermopolis","5"
"Porto Recanati","99"
"Campbell","0"
"Hill City","0"
"Magnetic Island","24"
"Nea Kydonia","0"
"Mauritius","0"
"Martel","112"
"Rognan","0"
"Silverton","0"
"Borlange","13"
"Oxford City Centre","0"
"Saint-Contest","408"
"Yangon","4"
"Cambrils","169"
"Vierumaki","7"
"Littlefield","0"
"Sarmiento","0"
"Anasco","37"
"Gera Lario","313"
"Vekso Sjaelland","140"
"Ekero","160"
"Dale","14"
"Dhahran","52"
"Saint-Jacques","209"
"Soltau","37"
"Berry-au-Bac","0"
"Troutville","57"
"Dali","15"
"Znojmo","11"
"Senegal","20"
"Podenzana","342"
"Strathaven","205"
"Paama","0"
"San Marco in Lamis","81"
"Szeged","23"
"Beihai","15"
"Bagnaia","0"
"Pierrefeu-du-Var","43"
"Lomza","0"
"Conyngham","58"
"Acajutla","6"
"Mistley","64"
"Vidsel","2"
"Woolavington","0"
"Miramar","0"
"East Knoxville","0"
"Luzna","29"
"Castle Rock","0"
"Tamarin","143"
"Meis","128"
"Bad Gandersheim","64"
"Metung","15"
"Ligovo","0"
"Bormujos","214"
"Montoir-de-Bretagne","195"
"Tamariu","0"
"Capitol Hill","0"
"Vellore","3"
"Garfield","0"
"Woolverton","0"
"Ocala","60"
"Skodje","11"
"San Cipriano Picentino","450"
"Kuramathi Island","0"
"Ashington (Northumberland)","149"
"Damp","68"
"Challain-la-Potherie","47"
"Marble Falls","25"
"Asela","0"
"Menands","127"
"Laxou","50"
"Puerto Madryn","8"
"Aurukun","0"
"Bhatrojkhan","83"
"Quevert","153"
"Leonardtown","49"
"Lysa nad Labem","483"
"Sanhe","0"
"Haute-Aboujagane","32"
"Willingdon Island","200"
"Kerta","462"
"Edinburgh","238"
"Vandoies","346"
"Shamokin","46"
"Bellou-en-Houlme","0"
"Johnsonville","77"
"Sant Guim de Freixenet","28"
"Bangkok","531"
"Bellerose","713"
"Chongchuan","42"
"San Gil","3"
"Yaiza","0"
"Boutigny-sur-Essonne","0"
"Mananjary","0"
"Tangalla","4"
"Geiselhoering","35"
"Gsteigwiler","342"
"Hanson","231"
"Chauffailles","75"
"Llo","105"
"Matagalpa","0"
"Oberharmersbach","227"
"Maribyrnong","317"
"Tenterden","211"
"Cangas","112"
"Zadar","57"
"Yaizu","20"
"Universal City","0"
"Schoeneck","0"
"Stetten am Kalten Markt","21"
"Solomon Islands","1"
"Swan Lake","0"
"Fredersdorf","639"
"Pattadakal","1"
"Tannersville","0"
"Saint-Bres","74"
"Saint-Hilaire-Petitville","0"
"Curel","13"
"St. Helena Bay","11"
"Campouriez","68"
"Kirishima","12"
"Waterton Park","5"
"Ponferrada","18"
"Ocana","0"
"Mele","31"
"Guejar Sierra","219"
"Boardman","0"
"Forks","3"
"Pucon","12"
"Rehoboth Beach Boardwalk","0"
"Acharnes","259"
"Monza and Brianza Province","824"
"Rowlands Castle","236"
"Castlemaine","0"
"Toca","190"
"Melk","23"
"Eslov","69"
"Sansepolcro","182"
"Cwmbran","229"
"Ichinomiya","95"
"Teterow","45"
"Rochemaure","95"
"Martin","0"
"Ludorf","27"
"Melo","0"
"Chikwawa","3"
"Altopascio","621"
"Slenaken","218"
"Scottsboro","18"
"Hayingen","46"
"La Chapelle-Montligeon","20"
"Manjakuppam","34"
"Toco","10"
"Brena Baja","19"
"Pontacq","178"
"Savignac-les-Eglises","0"
"Boffalora Sopra Ticino","661"
"Gruenau","0"
"Deptford","282"
"Ha Tien","7"
"Erding","329"
"Arctic National Wildlife Refuge","0"
"Pointe-au-Pic","0"
"Sanjo","26"
"Brize Norton","0"
"Harrington","0"
"Forli","332"
"Huasca De Ocampo","7"
"Friona","5"
"Raphoe","39"
"Donges","171"
"Olbernhau","76"
"Collingwood","0"
"Coburg","0"
"Bischofswerda","147"
"Spezzano della Sila","45"
"San Martin de la Vega","609"
"Keilor","308"
"Toda","471"
"Westerbork","69"
"Senohraby","485"
"Otley","268"
"Saint-Riquier","0"
"Orient Bay","91"
"Donnini","0"
"La Garde","143"
"Nullarbor","0"
"Cordes-sur-Ciel","0"
"Orchard Park","216"
"Moosomin","0"
"Fesdu Island","16"
"Almaden","1"
"Tulfes","380"
"Portpatrick","63"
"Crawfordville","63"
"Uttoxeter","212"
"Voehringen","68"
"Soder Malarstrand","0"
"Bawtry","196"
"Oliveira de Frades","72"
"Duloe","503"
"Petaling Jaya","215"
"Albinen","497"
"Montecchio Emilia","138"
"Amlwch","56"
"Es Canar","0"
"Montseny","308"
"Cafayate","7"
"Namba","0"
"Camjac","59"
"Saint-Vaast-la-Hougue","72"
"Mena","0"
"Sandviken","11"
"Limassol","58"
"Walnut Creek","485"
"Quedgeley","0"
"Wych Cross","0"
"Reeds Spring","167"
"Manciano","128"
