id,percentile,clicks,rankOfClicks,percentileOfClicks
50bef58e5865f4e30600575f,0,0,96,0.998122506
50bef58e5865f4e306004e64,0,0,96,0.998122506
50bef58e5865f4e306004e76,0,0,96,0.998122506
50bef58e5865f4e306004e7c,0,0,96,0.998122506
50bef58e5865f4e306004ee8,0,0,96,0.998122506
50bef58e5865f4e306004f27,0,0,96,0.998122506
50bef58e5865f4e306004f2d,0,0,96,0.998122506
50bef58e5865f4e306004f3a,0,0,96,0.998122506
50bef58e5865f4e306004f39,0,0,96,0.998122506
50bef58e5865f4e306004f53,0,0,96,0.998122506
50bef58e5865f4e306004f58,0,0,96,0.998122506
50bef58e5865f4e306004f8a,0,0,96,0.998122506
50bef58e5865f4e306005076,0,0,96,0.998122506
50bef58e5865f4e306005090,0,0,96,0.998122506
50bef58e5865f4e3060050d1,0,0,96,0.998122506
50bef58e5865f4e306005103,0,0,96,0.998122506
50bef58e5865f4e30600513a,0,0,96,0.998122506
50bef58e5865f4e306005146,0,0,96,0.998122506
50bef58e5865f4e30600517d,0,0,96,0.998122506
50bef58e5865f4e306005184,0,0,96,0.998122506
50bef58e5865f4e3060051b8,0,0,96,0.998122506
50bef58e5865f4e3060051f1,0,0,96,0.998122506
50bef58e5865f4e3060051f6,0,0,96,0.998122506
50bef58e5865f4e3060051fc,0,0,96,0.998122506
50bef58e5865f4e306005209,0,0,96,0.998122506
50bef58e5865f4e306005216,0,0,96,0.998122506
50bef58e5865f4e306005230,0,0,96,0.998122506
50bef58e5865f4e306005235,0,0,96,0.998122506
50bef58e5865f4e306005280,0,0,96,0.998122506
50bef58e5865f4e306005297,0,0,96,0.998122506
50bef58e5865f4e3060052de,0,0,96,0.998122506
50bef58e5865f4e306005300,0,0,96,0.998122506
50bef58e5865f4e306005305,0,0,96,0.998122506
50bef58f5865f4e306005c4d,0,0,96,0.998122506
50bef58f5865f4e306005c47,0,0,96,0.998122506
50bef58f5865f4e306005c42,0,0,96,0.998122506
50bef58f5865f4e306005c5a,0,0,96,0.998122506
50bef58f5865f4e306005c66,0,0,96,0.998122506
50bef58f5865f4e306005c73,0,0,96,0.998122506
50bef58f5865f4e306005c61,0,0,96,0.998122506
50bef58f5865f4e306005c78,0,0,96,0.998122506
50bef58f5865f4e306005c80,0,0,96,0.998122506
50bef58f5865f4e306005c85,0,0,96,0.998122506
50bef58f5865f4e306005c7e,0,0,96,0.998122506
50bef58f5865f4e306005c92,0,0,96,0.998122506
50bef58f5865f4e306005c97,0,0,96,0.998122506
50bef58f5865f4e306005c9d,0,0,96,0.998122506
50bef58f5865f4e306005ca7,0,0,96,0.998122506
50bef58f5865f4e306005cad,0,0,96,0.998122506
50bef58f5865f4e306005ca2,0,0,96,0.998122506
50bef58f5865f4e306005cb4,0,0,96,0.998122506
50bef58f5865f4e306005cc1,0,0,96,0.998122506
50bef58f5865f4e306005cc6,0,0,96,0.998122506
50bef58f5865f4e306005ccc,0,0,96,0.998122506
50bef58f5865f4e306005cd3,0,0,96,0.998122506
50bef58f5865f4e306005cd8,0,0,96,0.998122506
50bef58f5865f4e306005cde,0,0,96,0.998122506
50bef58f5865f4e306005ce0,0,0,96,0.998122506
50bef58f5865f4e306005ce5,0,0,96,0.998122506
50bef58f5865f4e306005cf2,0,0,96,0.998122506
50bef58f5865f4e306005ceb,0,0,96,0.998122506
50bef58f5865f4e306005cf7,0,0,96,0.998122506
50bef58f5865f4e306005cfd,0,0,96,0.998122506
50bef58f5865f4e306005d05,0,0,96,0.998122506
50bef58f5865f4e306005d00,0,0,96,0.998122506
50bef58f5865f4e306005d0b,0,0,96,0.998122506
50bef58f5865f4e306005d12,0,0,96,0.998122506
50bef58f5865f4e306005d1d,0,0,96,0.998122506
50bef58f5865f4e306005d24,0,0,96,0.998122506
50bef58f5865f4e306005d17,0,0,96,0.998122506
50bef58f5865f4e306005d2f,0,0,96,0.998122506
50bef58f5865f4e306005d31,0,0,96,0.998122506
50bef58f5865f4e306005d36,0,0,96,0.998122506
50bef58f5865f4e306005d43,0,0,96,0.998122506
50bef58f5865f4e306005d50,0,0,96,0.998122506
50bef58f5865f4e306005d48,0,0,96,0.998122506
50bef58f5865f4e306005d4e,0,0,96,0.998122506
50bef58f5865f4e306005d55,0,0,96,0.998122506
50bef58f5865f4e306005d62,0,0,96,0.998122506
50bef58f5865f4e306005d67,0,0,96,0.998122506
50bef58f5865f4e306005d6d,0,0,96,0.998122506
50bef58f5865f4e306005d79,0,0,96,0.998122506
50bef58f5865f4e306005d7a,0,0,96,0.998122506
50bef58f5865f4e306005d86,0,0,96,0.998122506
50bef58f5865f4e306005d8c,0,0,96,0.998122506
50bef58f5865f4e306005d93,0,0,96,0.998122506
50bef58f5865f4e306005d98,0,0,96,0.998122506
50bef58f5865f4e306005d9e,0,0,96,0.998122506
50bef58f5865f4e306005da3,0,0,96,0.998122506
50bef58f5865f4e306005da8,0,0,96,0.998122506
50bef58f5865f4e306005dae,0,0,96,0.998122506
50bef58f5865f4e306005db0,0,0,96,0.998122506
50bef58f5865f4e306005dbb,0,0,96,0.998122506
50bef58f5865f4e306005dc7,0,0,96,0.998122506
50bef58f5865f4e306005dcd,0,0,96,0.998122506
50bef58f5865f4e306005dd4,0,0,96,0.998122506
50bef58f5865f4e306005dda,0,0,96,0.998122506
50bef58f5865f4e306005de1,0,0,96,0.998122506
50bef58f5865f4e306005de6,0,0,96,0.998122506
50bef58f5865f4e306005dec,0,0,96,0.998122506
50bef58f5865f4e306005df3,0,0,96,0.998122506
50bef58f5865f4e306005df8,0,0,96,0.998122506
50bef58f5865f4e306005dfe,0,0,96,0.998122506
50bef58f5865f4e306005e01,0,0,96,0.998122506
50bef58f5865f4e306005e0c,0,0,96,0.998122506
50bef58f5865f4e306005e13,0,0,96,0.998122506
50bef58f5865f4e306005e18,0,0,96,0.998122506
50bef58f5865f4e306005e1e,0,0,96,0.998122506
50bef58f5865f4e306005e25,0,0,96,0.998122506
50bef58f5865f4e306005e20,0,0,96,0.998122506
50bef58f5865f4e306005e2b,0,0,96,0.998122506
50bef58f5865f4e306005e32,0,0,96,0.998122506
50bef58f5865f4e306005e37,0,0,96,0.998122506
50bef58f5865f4e306005e3d,0,0,96,0.998122506
50bef58f5865f4e306005e44,0,0,96,0.998122506
50bef58f5865f4e306005e4a,0,0,96,0.998122506
50bef58f5865f4e306005e4f,0,0,96,0.998122506
50bef58f5865f4e306005e51,0,0,96,0.998122506
50bef58f5865f4e306005e56,0,0,96,0.998122506
50bef58f5865f4e306005e5c,0,0,96,0.998122506
50bef58f5865f4e306005e68,0,0,96,0.998122506
50bef58d5865f4e30600478d,0,0,96,0.998122506
50bef58d5865f4e3060047f4,0,0,96,0.998122506
50bef58d5865f4e30600481f,0,0,96,0.998122506
50bef58d5865f4e306004840,0,0,96,0.998122506
50bef58d5865f4e306004845,0,0,96,0.998122506
50bef58d5865f4e306004890,0,0,96,0.998122506
50bef58d5865f4e3060048ab,0,0,96,0.998122506
50bef58d5865f4e3060048b7,0,0,96,0.998122506
50bef58d5865f4e3060048c4,0,0,96,0.998122506
50bef58d5865f4e3060048d1,0,0,96,0.998122506
50bef58d5865f4e3060048e3,0,0,96,0.998122506
50bef58d5865f4e3060048e8,0,0,96,0.998122506
50bef58d5865f4e3060048f5,0,0,96,0.998122506
50bef58d5865f4e306004927,0,0,96,0.998122506
50bef58d5865f4e30600492d,0,0,96,0.998122506
50bef58d5865f4e306004965,0,0,96,0.998122506
50bef5935865f4e306009701,0,0,96,0.998122506
50bef5935865f4e306009706,0,0,96,0.998122506
50bef5935865f4e30600970c,0,0,96,0.998122506
50bef5935865f4e306009713,0,0,96,0.998122506
50bef5935865f4e306009720,0,0,96,0.998122506
50bef5935865f4e306009725,0,0,96,0.998122506
50bef5935865f4e30600972b,0,0,96,0.998122506
50bef5935865f4e306009732,0,0,96,0.998122506
50bef5935865f4e306009737,0,0,96,0.998122506
50bef5935865f4e30600973d,0,0,96,0.998122506
50bef5935865f4e306009744,0,0,96,0.998122506
50bef5935865f4e306009756,0,0,96,0.998122506
50bef5935865f4e30600975c,0,0,96,0.998122506
50bef5935865f4e306009763,0,0,96,0.998122506
50bef5935865f4e306009751,0,0,96,0.998122506
50bef5935865f4e306009770,0,0,96,0.998122506
50bef5935865f4e306009775,0,0,96,0.998122506
50bef5935865f4e30600977b,0,0,96,0.998122506
50bef5935865f4e306009782,0,0,96,0.998122506
50bef5935865f4e306009787,0,0,96,0.998122506
50bef5935865f4e306009794,0,0,96,0.998122506
50bef5935865f4e30600979a,0,0,96,0.998122506
50bef5935865f4e3060097d5,0,0,96,0.998122506
50bef5935865f4e3060097f4,0,0,96,0.998122506
50bef5935865f4e3060097fa,0,0,96,0.998122506
50bef5935865f4e306009807,0,0,96,0.998122506
50bef5935865f4e30600980d,0,0,96,0.998122506
50bef5935865f4e306009819,0,0,96,0.998122506
50bef5935865f4e30600981f,0,0,96,0.998122506
50bef5935865f4e306009838,0,0,96,0.998122506
50bef5935865f4e306009852,0,0,96,0.998122506
50bef5935865f4e306009869,0,0,96,0.998122506
50bef5935865f4e306009876,0,0,96,0.998122506
50bef5935865f4e306009888,0,0,96,0.998122506
50bef5935865f4e306009895,0,0,96,0.998122506
50bef5935865f4e3060098ca,0,0,96,0.998122506
50bef5935865f4e3060098e3,0,0,96,0.998122506
50bef5935865f4e30600990e,0,0,96,0.998122506
50bef5935865f4e30600992d,0,0,96,0.998122506
50bef5935865f4e30600993f,0,0,96,0.998122506
50bef5935865f4e306009946,0,0,96,0.998122506
50bef5935865f4e306009958,0,0,96,0.998122506
50bef5935865f4e30600995e,0,0,96,0.998122506
50bef5935865f4e306009977,0,0,96,0.998122506
50bef5925865f4e30600896d,0,0,96,0.998122506
50bef5925865f4e3060089fe,0,0,96,0.998122506
50bef5925865f4e306008a50,0,0,96,0.998122506
50bef5925865f4e306008a79,0,0,96,0.998122506
50bef5925865f4e306008a74,0,0,96,0.998122506
50bef5925865f4e306008a7f,0,0,96,0.998122506
50bef5925865f4e306008a86,0,0,96,0.998122506
50bef5925865f4e306008a98,0,0,96,0.998122506
50bef5925865f4e306008a8c,0,0,96,0.998122506
50bef5925865f4e306008a93,0,0,96,0.998122506
50bef5925865f4e306008a9e,0,0,96,0.998122506
50bef5925865f4e306008ab0,0,0,96,0.998122506
50bef5925865f4e306008b0c,0,0,96,0.998122506
50bef5925865f4e306008b4a,0,0,96,0.998122506
50bef5925865f4e306008b87,0,0,96,0.998122506
50bef5925865f4e306008b99,0,0,96,0.998122506
50bef5925865f4e306008baa,0,0,96,0.998122506
50bef5925865f4e306008bc8,0,0,96,0.998122506
50bef5935865f4e3060094f1,0,0,96,0.998122506
50bef5935865f4e3060094fc,0,0,96,0.998122506
50bef5935865f4e306009504,0,0,96,0.998122506
50bef5935865f4e30600950f,0,0,96,0.998122506
50bef5935865f4e306009516,0,0,96,0.998122506
50bef5935865f4e306009528,0,0,96,0.998122506
50bef5935865f4e306009523,0,0,96,0.998122506
50bef5935865f4e30600952e,0,0,96,0.998122506
50bef5935865f4e306009535,0,0,96,0.998122506
50bef5935865f4e306009547,0,0,96,0.998122506
50bef5935865f4e30600954d,0,0,96,0.998122506
50bef5935865f4e306009554,0,0,96,0.998122506
50bef5935865f4e30600955a,0,0,96,0.998122506
50bef5935865f4e30600955f,0,0,96,0.998122506
50bef5935865f4e306009566,0,0,96,0.998122506
50bef5935865f4e306009559,0,0,96,0.998122506
50bef5935865f4e30600956c,0,0,96,0.998122506
50bef5935865f4e30600958b,0,0,96,0.998122506
50bef5935865f4e306009597,0,0,96,0.998122506
50bef5935865f4e30600959d,0,0,96,0.998122506
50bef5935865f4e3060095a2,0,0,96,0.998122506
50bef5935865f4e3060095fd,0,0,96,0.998122506
50bef5935865f4e306009600,0,0,96,0.998122506
50bef5935865f4e306009605,0,0,96,0.998122506
50bef5935865f4e306009617,0,0,96,0.998122506
50bef5935865f4e30600961d,0,0,96,0.998122506
50bef5935865f4e306009624,0,0,96,0.998122506
50bef5935865f4e306009629,0,0,96,0.998122506
50bef5935865f4e30600962f,0,0,96,0.998122506
50bef5935865f4e306009631,0,0,96,0.998122506
50bef5935865f4e306009636,0,0,96,0.998122506
50bef5935865f4e306009643,0,0,96,0.998122506
50bef5935865f4e306009674,0,0,96,0.998122506
50bef5935865f4e3060096ae,0,0,96,0.998122506
50bef5925865f4e306008c1a,0,0,96,0.998122506
50bef5935865f4e306008c52,0,0,96,0.998122506
50bef5935865f4e306008c64,0,0,96,0.998122506
50bef5935865f4e306008c6a,0,0,96,0.998122506
50bef5935865f4e306008c71,0,0,96,0.998122506
50bef5935865f4e306008cca,0,0,96,0.998122506
50bef5935865f4e306008cd1,0,0,96,0.998122506
50bef5935865f4e306008cf0,0,0,96,0.998122506
50bef5935865f4e306008d1b,0,0,96,0.998122506
50bef5935865f4e306008d6b,0,0,96,0.998122506
50bef5935865f4e306008dcb,0,0,96,0.998122506
50bef5935865f4e306008ddd,0,0,96,0.998122506
50bef5935865f4e306008de4,0,0,96,0.998122506
50bef5935865f4e306008dfc,0,0,96,0.998122506
50bef5935865f4e306008e09,0,0,96,0.998122506
50bef5935865f4e306008e0a,0,0,96,0.998122506
50bef58f5865f4e306005ff5,0,0,96,0.998122506
50bef58f5865f4e306005ffb,0,0,96,0.998122506
50bef58f5865f4e30600600c,0,0,96,0.998122506
50bef58f5865f4e30600601e,0,0,96,0.998122506
50bef58f5865f4e30600602b,0,0,96,0.998122506
50bef58f5865f4e306006099,0,0,96,0.998122506
50bef58f5865f4e30600609f,0,0,96,0.998122506
50bef58f5865f4e3060060a4,0,0,96,0.998122506
50bef58f5865f4e3060060b1,0,0,96,0.998122506
50bef58f5865f4e3060060c3,0,0,96,0.998122506
50bef58f5865f4e3060060d0,0,0,96,0.998122506
50bef58f5865f4e3060060e2,0,0,96,0.998122506
50bef58f5865f4e3060060f4,0,0,96,0.998122506
50bef58f5865f4e30600610d,0,0,96,0.998122506
50bef58f5865f4e30600611f,0,0,96,0.998122506
50bef58f5865f4e30600612c,0,0,96,0.998122506
50bef58f5865f4e306006145,0,0,96,0.998122506
50bef58f5865f4e306006169,0,0,96,0.998122506
50bef58f5865f4e30600616f,0,0,96,0.998122506
50bef5905865f4e306006a41,0,0,96,0.998122506
50bef5905865f4e306006a60,0,0,96,0.998122506
50bef5905865f4e306006aa1,0,0,96,0.998122506
50bef5905865f4e306006aa6,0,0,96,0.998122506
50bef5905865f4e306006aac,0,0,96,0.998122506
50bef5905865f4e306006af1,0,0,96,0.998122506
50bef5905865f4e306006af6,0,0,96,0.998122506
50bef5905865f4e306006b04,0,0,96,0.998122506
50bef5905865f4e306006b0a,0,0,96,0.998122506
50bef5905865f4e306006b09,0,0,96,0.998122506
50bef5905865f4e306006b0f,0,0,96,0.998122506
50bef5905865f4e306006b16,0,0,96,0.998122506
50bef5905865f4e306006b28,0,0,96,0.998122506
50bef5905865f4e306006b2e,0,0,96,0.998122506
50bef5905865f4e306006b35,0,0,96,0.998122506
50bef5905865f4e306006b42,0,0,96,0.998122506
50bef5905865f4e306006b47,0,0,96,0.998122506
50bef5905865f4e306006b61,0,0,96,0.998122506
50bef5905865f4e306006b73,0,0,96,0.998122506
50bef5905865f4e306006b80,0,0,96,0.998122506
50bef5905865f4e306006b92,0,0,96,0.998122506
50bef5905865f4e306006bc1,0,0,96,0.998122506
50bef5905865f4e306006bf2,0,0,96,0.998122506
50bef5905865f4e306006840,0,0,96,0.998122506
50bef5905865f4e306006845,0,0,96,0.998122506
50bef5905865f4e306006852,0,0,96,0.998122506
50bef5905865f4e306006864,0,0,96,0.998122506
50bef5905865f4e30600685d,0,0,96,0.998122506
50bef5905865f4e306006871,0,0,96,0.998122506
50bef5905865f4e306006883,0,0,96,0.998122506
50bef5905865f4e306006895,0,0,96,0.998122506
50bef5905865f4e3060068c9,0,0,96,0.998122506
50bef5905865f4e3060068ca,0,0,96,0.998122506
50bef5905865f4e3060068b7,0,0,96,0.998122506
50bef5905865f4e3060068cf,0,0,96,0.998122506
50bef5905865f4e3060068dc,0,0,96,0.998122506
50bef5905865f4e3060068ee,0,0,96,0.998122506
50bef5905865f4e3060068fb,0,0,96,0.998122506
50bef5905865f4e306006908,0,0,96,0.998122506
50bef5905865f4e306006934,0,0,96,0.998122506
50bef5905865f4e306006941,0,0,96,0.998122506
50bef5905865f4e306006946,0,0,96,0.998122506
50bef5905865f4e306006953,0,0,96,0.998122506
50bef5905865f4e306006960,0,0,96,0.998122506
50bef5905865f4e306006965,0,0,96,0.998122506
50bef5905865f4e306006972,0,0,96,0.998122506
50bef5905865f4e306006984,0,0,96,0.998122506
50bef5905865f4e30600698f,0,0,96,0.998122506
50bef5905865f4e306006991,0,0,96,0.998122506
50bef58f5865f4e3060061a0,0,0,96,0.998122506
50bef58f5865f4e30600619b,0,0,96,0.998122506
50bef58f5865f4e3060061b2,0,0,96,0.998122506
50bef58f5865f4e3060061c4,0,0,96,0.998122506
50bef58f5865f4e3060061d1,0,0,96,0.998122506
50bef58f5865f4e3060061e3,0,0,96,0.998122506
50bef58f5865f4e3060061f0,0,0,96,0.998122506
50bef58f5865f4e306006203,0,0,96,0.998122506
50bef58f5865f4e30600620e,0,0,96,0.998122506
50bef58f5865f4e306006210,0,0,96,0.998122506
50bef58f5865f4e30600621b,0,0,96,0.998122506
50bef58f5865f4e30600622d,0,0,96,0.998122506
50bef58f5865f4e306006260,0,0,96,0.998122506
50bef58f5865f4e306006272,0,0,96,0.998122506
50bef58f5865f4e30600627d,0,0,96,0.998122506
50bef58f5865f4e306006289,0,0,96,0.998122506
50bef58f5865f4e3060062a1,0,0,96,0.998122506
50bef58f5865f4e3060062ac,0,0,96,0.998122506
50bef58f5865f4e3060062be,0,0,96,0.998122506
50bef58f5865f4e3060062cb,0,0,96,0.998122506
50bef58f5865f4e3060062dd,0,0,96,0.998122506
50bef58f5865f4e3060062e9,0,0,96,0.998122506
50bef58f5865f4e3060062f6,0,0,96,0.998122506
50bef58f5865f4e30600632e,0,0,96,0.998122506
50bef58f5865f4e306006330,0,0,96,0.998122506
50bef58f5865f4e306006335,0,0,96,0.998122506
50bef58f5865f4e306006342,0,0,96,0.998122506
50bef58f5865f4e306006354,0,0,96,0.998122506
50bef58f5865f4e306006361,0,0,96,0.998122506
50bef58f5865f4e306006366,0,0,96,0.998122506
50bef58f5865f4e306006373,0,0,96,0.998122506
50bef58f5865f4e306006380,0,0,96,0.998122506
50bef58f5865f4e306006385,0,0,96,0.998122506
50bef58f5865f4e3060063a2,0,0,96,0.998122506
50bef58f5865f4e3060063ad,0,0,96,0.998122506
50bef58f5865f4e3060063ba,0,0,96,0.998122506
50bef58f5865f4e3060063a7,0,0,96,0.998122506
50bef58f5865f4e3060063c1,0,0,96,0.998122506
50bef58f5865f4e3060063bf,0,0,96,0.998122506
50bef58f5865f4e3060063cc,0,0,96,0.998122506
50bef58f5865f4e3060063c6,0,0,96,0.998122506
50bef58f5865f4e3060063de,0,0,96,0.998122506
50bef58f5865f4e3060063e5,0,0,96,0.998122506
50bef58f5865f4e3060063eb,0,0,96,0.998122506
50bef58f5865f4e3060063fd,0,0,96,0.998122506
50bef58f5865f4e306006405,0,0,96,0.998122506
50bef58f5865f4e30600640b,0,0,96,0.998122506
50bef58f5865f4e30600641d,0,0,96,0.998122506
50bef58f5865f4e306006450,0,0,96,0.998122506
50bef58f5865f4e306006455,0,0,96,0.998122506
50bef58f5865f4e30600645b,0,0,96,0.998122506
50bef58f5865f4e306006462,0,0,96,0.998122506
50bef58f5865f4e30600646d,0,0,96,0.998122506
50bef58f5865f4e306006493,0,0,96,0.998122506
50bef58f5865f4e30600649e,0,0,96,0.998122506
50bef58f5865f4e3060064f3,0,0,96,0.998122506
50bef58f5865f4e306006506,0,0,96,0.998122506
50bef58f5865f4e306006520,0,0,96,0.998122506
50bef58f5865f4e30600652b,0,0,96,0.998122506
50bef58f5865f4e30600653d,0,0,96,0.998122506
50bef58f5865f4e30600654a,0,0,96,0.998122506
50bef58f5865f4e30600654f,0,0,96,0.998122506
50bef58f5865f4e306006556,0,0,96,0.998122506
50bef58f5865f4e30600655c,0,0,96,0.998122506
50bef58f5865f4e30600656e,0,0,96,0.998122506
50bef58f5865f4e30600657b,0,0,96,0.998122506
50bef58f5865f4e30600658d,0,0,96,0.998122506
50bef58f5865f4e306006594,0,0,96,0.998122506
50bef58f5865f4e3060065a4,0,0,96,0.998122506
50bef58f5865f4e3060065db,0,0,96,0.998122506
50bef58f5865f4e3060065f4,0,0,96,0.998122506
50bef58f5865f4e30600662c,0,0,96,0.998122506
50bef58f5865f4e306006633,0,0,96,0.998122506
50bef58f5865f4e30600666a,0,0,96,0.998122506
50bef58f5865f4e30600666f,0,0,96,0.998122506
50bef58f5865f4e30600667c,0,0,96,0.998122506
50bef58f5865f4e306006695,0,0,96,0.998122506
50bef58f5865f4e3060066c4,0,0,96,0.998122506
50bef58f5865f4e306006727,0,0,96,0.998122506
50bef58f5865f4e30600672d,0,0,96,0.998122506
50bef58f5865f4e30600673a,0,0,96,0.998122506
50bef58f5865f4e30600673f,0,0,96,0.998122506
50bef58f5865f4e30600675e,0,0,96,0.998122506
50bef58f5865f4e30600676b,0,0,96,0.998122506
50bef58f5865f4e30600677d,0,0,96,0.998122506
50bef58f5865f4e306006791,0,0,96,0.998122506
50bef58f5865f4e306006796,0,0,96,0.998122506
50bef5905865f4e3060067bc,0,0,96,0.998122506
50bef5905865f4e3060067c8,0,0,96,0.998122506
50bef5905865f4e3060067ce,0,0,96,0.998122506
50bef5905865f4e3060067db,0,0,96,0.998122506
50bef5905865f4e3060067ed,0,0,96,0.998122506
50bef5905865f4e3060067fa,0,0,96,0.998122506
50bef5905865f4e3060067ff,0,0,96,0.998122506
50bef5905865f4e306006807,0,0,96,0.998122506
50bef5905865f4e306006814,0,0,96,0.998122506
50bef5905865f4e306006819,0,0,96,0.998122506
50bef5905865f4e30600681f,0,0,96,0.998122506
50bef58f5865f4e306006710,0,0,96,0.998122506
50bef58f5865f4e3060066fb,0,0,96,0.998122506
50bef58f5865f4e306006703,0,0,96,0.998122506
50bef58f5865f4e30600670e,0,0,96,0.998122506
50bef58f5865f4e306006722,0,0,96,0.998122506
50bef5905865f4e30600708e,0,0,96,0.998122506
50bef5905865f4e306007088,0,0,96,0.998122506
50bef5905865f4e3060070f0,0,0,96,0.998122506
50bef5905865f4e30600713a,0,0,96,0.998122506
50bef5905865f4e306007146,0,0,96,0.998122506
50bef5905865f4e30600714c,0,0,96,0.998122506
50bef5905865f4e30600716b,0,0,96,0.998122506
50bef5905865f4e306007184,0,0,96,0.998122506
50bef5905865f4e30600718a,0,0,96,0.998122506
50bef5905865f4e306007196,0,0,96,0.998122506
50bef5905865f4e30600719c,0,0,96,0.998122506
50bef5905865f4e3060071a1,0,0,96,0.998122506
50bef5905865f4e3060071c0,0,0,96,0.998122506
50bef5905865f4e3060071f1,0,0,96,0.998122506
50bef5905865f4e3060071f6,0,0,96,0.998122506
50bef5905865f4e306007209,0,0,96,0.998122506
50bef5905865f4e30600722e,0,0,96,0.998122506
50bef5905865f4e306007292,0,0,96,0.998122506
50bef5905865f4e306007297,0,0,96,0.998122506
50bef5905865f4e30600729d,0,0,96,0.998122506
50bef5905865f4e3060072c1,0,0,96,0.998122506
50bef5905865f4e3060072cc,0,0,96,0.998122506
50bef5905865f4e3060072e0,0,0,96,0.998122506
50bef5905865f4e30600730b,0,0,96,0.998122506
50bef5905865f4e306007312,0,0,96,0.998122506
50bef5905865f4e306007317,0,0,96,0.998122506
50bef5905865f4e306007324,0,0,96,0.998122506
50bef5905865f4e30600732a,0,0,96,0.998122506
50bef5905865f4e30600733c,0,0,96,0.998122506
50bef5905865f4e306007398,0,0,96,0.998122506
50bef5905865f4e30600739e,0,0,96,0.998122506
50bef5905865f4e3060073a8,0,0,96,0.998122506
50bef5905865f4e3060073ae,0,0,96,0.998122506
50bef5905865f4e3060073d9,0,0,96,0.998122506
50bef5905865f4e3060073e1,0,0,96,0.998122506
50bef5905865f4e3060073f8,0,0,96,0.998122506
50bef5905865f4e3060073fe,0,0,96,0.998122506
50bef5915865f4e306007413,0,0,96,0.998122506
50bef5915865f4e306007418,0,0,96,0.998122506
50bef5915865f4e30600741e,0,0,96,0.998122506
50bef5915865f4e306007425,0,0,96,0.998122506
50bef5915865f4e306007432,0,0,96,0.998122506
50bef5915865f4e306007437,0,0,96,0.998122506
50bef5915865f4e30600743d,0,0,96,0.998122506
50bef5915865f4e306007444,0,0,96,0.998122506
50bef5915865f4e306007449,0,0,96,0.998122506
50bef5915865f4e30600744f,0,0,96,0.998122506
50bef5915865f4e306007456,0,0,96,0.998122506
50bef5915865f4e30600745c,0,0,96,0.998122506
50bef5915865f4e306007463,0,0,96,0.998122506
50bef5915865f4e306007468,0,0,96,0.998122506
50bef5915865f4e306007475,0,0,96,0.998122506
50bef5915865f4e306007482,0,0,96,0.998122506
50bef5915865f4e30600746e,0,0,96,0.998122506
50bef5915865f4e306007487,0,0,96,0.998122506
50bef5915865f4e30600748d,0,0,96,0.998122506
50bef5915865f4e306007494,0,0,96,0.998122506
50bef5915865f4e306007499,0,0,96,0.998122506
50bef5915865f4e30600749a,0,0,96,0.998122506
50bef5915865f4e3060074b1,0,0,96,0.998122506
50bef5915865f4e3060074c8,0,0,96,0.998122506
